,lm_id,name,abbrev
19810,LMGL03011635,"TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]",TG 60:7
19811,LMGL03011526,"TG(18:1(9Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6]",TG 60:5
19812,LMGL03011832,"TG(17:0/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",TG 60:6
19813,LMGL03012035,"TG(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",TG 60:12
19814,LMGL03012251,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",TG 62:11
19815,LMGL03012210,"TG(20:3(8Z,11Z,14Z)/22:0/22:1(13Z))[iso6]",TG 64:4
19816,LMGL03012160,"TG(20:3(8Z,11Z,14Z)/21:0/22:1(13Z))[iso6]",TG 63:4
19817,LMGL03012152,"TG(20:0/20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",TG 62:9
19818,LMFA01030687,"7,13-Eicosadiynoic acid",FA 20:4
19819,LMFA01030681,"5,8,11,14-Docosatetraynoic acid",FA 22:8
19820,LMFA01030698,"7,10,13-Eicosatriynoic acid",FA 20:6
19821,LMGL03012470,"TG(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3]",TG 64:11
19822,LMGL03012401,"TG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",TG 62:13
19823,LMGL03012380,"TG(20:2(11Z,14Z)/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]",TG 64:6
19824,LMFA01030701,"12,14-Heptacosadiynoic acid",FA 27:4
19825,LMGL03012592,"TG(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]",TG 66:12
19826,LMGL03012571,"TG(22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3]",TG 66:11
19827,LMGL03012547,"TG(22:1(13Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",TG 66:7
19828,LMFA01170010,2-methyl-dodecanedioic acid,FA 13:1;O2
19829,LMFA01170012,4-methyl-dodecanedioic acid,FA 13:1;O2
19830,LMGP02010136,PE(16:0/22:1(13Z)),PE 38:1
19831,LMGP02010345,PE-NMe(20:0/20:0),PE-NMe 40:0
19832,LMGP02010115,"PE(18:1(9Z)/20:3(5Z,8Z,11Z))",PE 38:4
19833,LMST03020069,25-azavitamin D3 / 25-azacholecalciferol,
19834,LMST03020115,"(23R,25R)-25-hydroxyvitamin D3 26,23-lactone / (23R,25R)-25-hydroxycholecalciferol 26,23-lactone",
19835,LMST03020127,"(20R,24R)-20-fluoro-1alpha,24-dihydroxy-26,27-cyclovitamin D3",
19836,LMST03020208,(24R)-25-fluoro-24-hydroxyvitamin D3 / (24R)-25-fluoro-24-hydroxycholecalciferol,
19837,LMST03020213,"(10E)-19-fluoro-1alpha,25-dihydroxyvitamin D3 / (10E)-19-fluoro-1alpha,25-dihydroxycholecalciferol",
19838,LMST03010031,24-epi-25-hydroxyvitamin D2 / 24-epi-25-hydroxyergocalciferol,
19839,LMST03020227,toxisterol3 E1,
19840,LMST03020435,"(22R)-1alpha,22,25-trihydroxy-24a,24b-dihomo-20-epivitamin D3",
19841,LMST03020528,"1alpha,25-dihydroxy-11alpha-phenylvitamin D3",
19842,LMST03020585,"(20R)-1alpha,25-dihydroxy-20-phenyl-16,17-didehydro-21-norvitamin D3 / (20R)-1alpha,25-dihydroxy-20-phenyl-16,17-didehydro-21-norcholecalciferol",
19843,LMSP0505EO00,H4,
19844,LMSP0506AD00,Forssman-like iGb4,
19845,LMGP1005AA00,,
19846,LMPR0102070028,10-Hydroxyloganin,
19847,LMPR0102120003,(+)-Borneol,
19848,LMFA02000002,"9R,10S-epoxy-stearic acid",FA 18:1;O
19849,LMPR0104170024,Gibberellin A7,
19850,LMPK04000042,Troleandomycin,
19851,LMPR01070258,alpha-Carotene,
19852,LMFA07060015,3R-hydroxy-dodecanoyl-[acp],
19853,LMFA07060023,"3,5,7,9,11,13,15-heptaoxo-octadecanoyl-[acp]",
19854,LMFA01060176,"2-amino-8-oxo-9,10-epoxy-decanoic acid",
19855,LMFA01160001,"alpha,alpha'-Trehalose 6-mycolate",FA 44:3;O11
19856,LMFA01020277,3-hydroxy-3-methyl-2-oxo-butanoic acid,FA 5:1;O2
19857,LMPR01070276,Lycoxanthin,
19858,LMST02030091,18-Hydroxycorticosterone,ST 21:3;O5
19859,LMPR01090024,11-cis-Retinoic acid,
19860,LMPR01070020,"meso-Astaxanthin/ (3S,3'R)-Astaxanthin",
19861,LMPR01070106,4-Ketonostoxanthin,
19862,LMFA03080011,"(+/-)11,12-EpETrE-d8",
19863,LMFA02000045,"alpha-9,10-DiHODE",FA 18:2;O2
19864,LMPR01070184,Myxol glycoside/ (Myxoxanthophyll),
19865,LMFA03060079,"11,12-DiHETE",FA 20:4;O2
19866,LMPR01070176,"3,4-Dihydrospirilloxanthin",
19867,LMFA02000048,"gamma- 6,7-DiHODE",FA 18:2;O2
19868,LMST03020638,"1alpha,24-Dihydroxy-22-ene-24-cyclopropylvitamin D3",
19869,LMFA02000041,alpha-15(16)-EpODE,FA 18:3;O
19870,LMGL05030002,,
19871,LMGP01020147,PC(O-16:1(11Z)/2:0),PC O-18:1
19872,LMST01010124,32-hydroxylanosterol,ST 30:2;O2
19873,LMGL02050003,Isocaldarchaeol,
19874,LMST01150013,Spirosolane skeleton,
19875,LMFA13030001,3-O-alpha-L-rhamnopyranosyl-3-hydroxydecanoyl-3-hydroxydecanoic acid,
19876,LMFA11000010,1-(3-methylpentadecyl)-3-nonylcyclopentane,
19877,LMGP00000052,,
19878,LMGP04040006,,PG dO-40:10;1
19879,LMGP02070003,PE(P-19:1(12Z)/0:0),LPE O-19:2
19880,LMST01060005,,ST 28:2;O
19881,LMGL05010005,SQDG(16:0/14:0),SQDG 30:0
19882,LMPR0106010006,C30:6 Highly branched isoprenoid B,
19883,LMFA08020073,N-arachidonoyl L-serine,NA 23:5;O3
19884,LMPR0102050000,"1-Ethyl-1,3-dimethyl-cyclohexane skeleton",
19885,LMPK12120006,Flemistrictin B,
19886,LMSP00000003,,
19887,LMGP04110002,,PG O-38:9
19888,LMSP01080061,Sphingofungin A,
19889,LMSP00000002,,
19890,LMPK12120064,Gemichalcone B,
19891,LMPK12130022,Dalmaisione D,
19892,LMPK12120037,Paratocarpin G,
19893,LMPK12120151,,
19894,LMSP0506AN00,,
19895,LMPK12120190,,
19896,LMPK12120203,Flemiwallichin A,
19897,LMPK12120266,,
19898,LMPK12120423,Licochalcone C,
19899,LMPK12120202,Flemiwallichin B,
19900,LMPK12120394,7-Methoxypraecansone B,
19901,LMPK12120545,Asebogenin,
19902,LMPK12120517,Phloridzin,
19903,LMPK12140064,Palodulcin B,
19904,LMPK12140172,,
19905,LMPK12140211,Neolinderatone,
19906,LMPK12140219,,
19907,LMPK12140148,5-O-Methylchamanetin,
19908,LMPK12140281,Euchrestaflavanone A,
19909,LMPK12140290,Lupiniol A1,
19910,LMPK12140291,Lupiniol B,
19911,LMPK12140349,Abyssinone V 4'-methyl ether,
19912,LMPK12140367,,
19913,LMPK04000037,Methymycin,
19914,LMPK12140410,Licoleafol,
19915,LMPK12140468,Leachianone A,
19916,LMPK12140517,Euchrenone a9,
19917,LMPK12140465,Kushenol B,
19918,LMPK12140570,,
19919,LMPK12140602,,
19920,LMPK12140555,Naringenin 5-methyl ether,
19921,LMPR0103510001,(+)-beta-Isolongibornene,
19922,LMPR0103580001,Asterisc-3(15)-6-diene,
19923,LMPR0104100002,(+)-Luricularic acid,
19924,LMPR0104180001,Grayanotoxin II,
19925,LMPK12100001,Calophyllolide,
19926,LMPR0103220001,Farfugin A,
19927,LMPR0103690002,(+)-beta-Cedrene,
19928,LMPR0103780002,14-Hydroxy-modhephene,
19929,LMPR0103480011,"(1R,6R)-gamma-himachalene",
19930,LMFA02020011,12-hydroxyjasmonic acid,FA 12:3;O2
19931,LMPR0103010006,"2E,6Z-farnesol",
19932,LMPK13090043,"1,2-dihydrostilbene",
19933,LMPK13090040,3'-O-methylbatatasin III,
19934,LMPK13090020,(E)-4-Nitrostilbene,
19935,LMST01010171,zymosterol intermediate 1b,ST 28:3;O2
19936,LMPR0102060018,chrysanthemyl diphosphate,
19937,LMPR0103060008,"(E,R)-alpha-bisabolene",
19938,LMPR0103480008,"(1S,6S)-gamma-himachalene",
19939,LMST02030148,12alpha-hydroxyprogesterone,ST 21:3;O3
19940,LMFA03010190,1(3)-glyceryl-PGH2,FA 23:4;O5
19941,LMFA12000005,hentriacontan-16-one,
19942,LMPR0102090061,diosphenol,
19943,LMST02030164,"16,17-didehydropregnenolone",ST 21:3;O2
19944,LMPR01070296,"9,9',15-tri-cis-zeta-carotene",
19945,LMPR0102060022,pyrethrin II,
19946,LMST01010183,2-deoxyecdysone 22-phosphate,
19947,LMPR03030008,"di-trans,poly-cis-undecaprenyl diphosphate",
19948,LMST01031012,fecosteryl oleate,
19949,LMPR0102120045,"(1R)-bornane-2,5-dione",
19950,LMST03010072,Vitamin D2 3-glucuronide,
19951,LMST05010046,Deoxycholic acid 3-glucuronide,ST 24:1;O4;GlcA
19952,LMST01010231,,ST 28:2;O2
19953,LMPK12110073,,
19954,LMPK12110093,,
19955,LMPK12110157,Oppositin,
19956,LMPK12110185,Polystachin (flavone),
19957,LMPK12110156,Enantiomultijugin,
19958,LMPK12110198,3'-Deoxyderhamnosylmaysin,
19959,LMPK12110250,Vitexin 4''-O-rhamnoside,
19960,LMPK12110264,Vitexin 6''-O-glucoside,
19961,LMPK12110317,"Isovitexin 7,2''-Di-O-galactoside",
19962,LMPR0102090000,p-menthane skeleton,
19963,LMPK12110309,Isomollupentin 4'-O-glucoside,
19964,LMPK12110302,"Isovitexin 7,2''-di-O-glucoside",
19965,LMPK12110374,Apigenin 7-(2''-acetylglucoside),
19966,LMPK12110435,Isomargaritene,
19967,LMPK12110390,Apigenin 7-(6''-crotonylglucoside),
19968,LMPK12110385,Apigenin 5-rhamnosyl-(1->2)-(6''-acetylglucoside),
19969,LMPK12110508,Derhamnosylmaysin,
19970,LMPK12110532,Orientin 7-O-sulfate,
19971,LMPK12110558,Kaempferol 4'-methyl ether 3-(4Rha-rhamnosylrutinoside),
19972,LMPK12110542,Orientin 3'-O-glucoside,
19973,LMPK12110446,Acacetin 7-galactoside,
19974,LMPK12110540,Isoorientin 3'-O-glucoside,
19975,LMPK12110626,Isoorientin 4'-O-glucoside 2''-O-(E)-ferulate,
19976,LMPK12110491,6-C-Xylosylluteolin 2''-O-rhamnoside,
19977,LMPK12110592,Isorhamnetin 3- (6''-p-coumarylglucoside),
19978,LMPK12110620,Apuleirin,
19979,LMPK12110683,"Luteolin 7-glucuronide-3',4'-dirhamnoside",
19980,LMPK12110721,Luteolin 7-sulfate-3'-glucoside,
19981,LMPK12110692,Luteolin 7-(6'''-acetylallosyl-(1->2)-glucoside),
19982,LMPK12110647,Luteolin 3'-xyloside,
19983,LMPK12110607,Tamarixetin 3-O-sulfate,
19984,LMPK12110845,Tricetin 3'-rhamnosyl-(1->4)-rhamnoside,
19985,LMPK12110923,Isocyclomorusin,
19986,LMPK12110942,Artocarpetin,
19987,LMPK12110950,,
19988,LMPK12110811,Luteolin 4'-methyl ether 7-glucuronide,
19989,LMPK12110888,Isoetin 4'-glucuronide,
19990,LMPK12111153,Hispidulin 7-xylosyl-(1->2)-xyloside,
19991,LMPK12111121,"Scutellarein 7,4'-dimethyl ether 6-sophoroside",
19992,LMPK12111195,6-Hydroxyluteoin-7-(6'''-caffeylsophoroside),
19993,LMPK12111201,"6-Hydroxyluteolin 6,7-dimethyl ether 4'-glucoside",
19994,LMPK12111236,Desmethoxycentaureidin,
19995,LMPK12111130,"Scutellarein 7,4'-dimethyl ether 6-glucoside",
19996,LMPK12111459,,
19997,LMPK12111556,"Fisetin 3,7-diglucoside",
19998,LMPK12111604,,
19999,LMPK12111637,Lagotiside,
20000,LMPK12111673,Kaempferol 3-galactoside-4'-glucoside,
20001,LMPK12111726,Kaempferol 3-alpha-D-glucoside,
20002,LMPK12111764,Kaempferol 3-neohesperidoside-7-glucoside,
20003,LMPK12111819,Kaempferol 3- (2'''-sinapylsophoroside) -7-glucoside,
20004,LMPK12111806,Kaempferol 3-(6''-malonylglucoside)-7-glucoside,
20005,LMPK12111940,Kaempferol 3-(4''-p-coumaroylglucoside),
20006,LMPK12111971,Kaempferol 3-rhamnosyl-(1->2)-[glucosyl-(1->3)-(4'''-p-coumaroylrhamnosyl)-(1->6)-galactoside],
20007,LMPK12112030,Wanepimedoside A,
20008,LMPK12112052,Quercetin 3-galactoside-7-xyloside,
20009,LMPK12112090,Quercetin 3-sambubioside,
20010,LMPK12112073,Quercetin 3-(6''-caffeylgalactoside),
20011,LMPK12140232,Cyrtopterin,
20012,LMPK12112222,Quercetin 3-(4''-acetylrhamnoside)-7-rhamnoside,
20013,LMPK12112083,Variabiloside B,
20014,LMPK12112224,Quercetin 3'-glucoside-7-acetate,
20015,LMPK12112127,Quercetin 3-rutinoside-7-rhamnoside,
20016,LMPK12112227,Quercetin 5-glucuronide,
20017,LMPK12112329,Isorhamnetin 3-glucosyl-(1->2)-galactoside-7-glucoside,
20018,LMPK12112256,Quercetin 3-(6''-feruloylgalactoside),
20019,LMPK12112360,Isorhamnetin 3-gentiotrioside-7-glucoside,
20020,LMPK12112509,"Myricetin 3',4'-dimethyl ether",
20021,LMPK12112388,Isorhamnetin 3-rhamnosyl-(1->6)-(2''-acetylglucoside),
20022,LMPK12112489,Syringetin 3-rutinoside,
20023,LMPK12112474,Laricitrin 3-rutinoside-7-glucoside,
20024,LMPK12112497,Syringetin 3-robinobioside,
20025,LMPK12112551,Myricetin 5-methyl ether 3-galactoside,
20026,LMPK12112574,Rhamnocitrin 3-rhamnoside,
20027,LMPK12112638,Rhamnazin 3-glucosyl-(1->5)-alpha-L-arabinofuranoside,
20028,LMPK12112753,"Quercetin 3,5,3'-trimethyl ether",
20029,LMPK12112644,"8-Prenylquercetin 7,4'-dimethyl ether 3-rhamnosyl-(1->4)-rhamnoside",
20030,LMPK12112787,"6-C-Methylmyricetin 3,4'-dimethyl ether",
20031,LMPK12112800,,
20032,LMPK12112852,,
20033,LMPK12112858,,
20034,LMPK12112875,Candidol,
20035,LMPK12112914,Patuletin 7-glucoside,
20036,LMPK12112906,Quercetagetin 7-glucoside,
20037,LMPK12112891,"Quercetagetin 3,7-diglucoside",
20038,LMPK12113016,"Quercetagetin 3,5,6,3',4'-pentamethyl ether",
20039,LMPK12112927,Chrysosplenoside D,
20040,LMPK12112994,Eupatolitin,
20041,LMPK12113139,Herbacetin 3-beta-D-glucofuranoside,
20042,LMPK12113207,"Gossypetin 7,8-dimethyl ether 4'-glucoside",
20043,LMPK12113208,"Gossypetin 7,4'-dimethyl ether 8-glucoside",
20044,LMPK12113305,,
20045,LMPK12010035,,
20046,LMPK12010064,,
20047,LMPK12020020,ent-Robinetinidol 3-O-gallate,
20048,LMPK12010085,,
20049,LMFA05000090,oct-1-en-3-ol,FOH 8:1
20050,LMPK12020096,Catechin 7-O-gallate,
20051,LMPK12020141,Catechin-7-methyl ether,
20052,LMPK12020127,"Epigallocatechin 3,4',-di-O-gallate",
20053,LMPK12020066,"Catechin 5,4'-di-O-beta-D-glucopyranoside",
20054,LMPK12020213,4beta-Hydroxyobovatachromene,
20055,LMPK12020223,7-O-Methylpeltogynol,
20056,LMPK12020226,"4-O-Methyl-3',4'-methylenedioxymopanan-4alpha-ol",
20057,LMPK12020255,,
20058,LMPK12020089,Catechin 3-O-gallate,
20059,LMPK12020267,Diffutin,
20060,LMPK12050156,Isogenistein 7-O-glucoside,
20061,LMPK12050081,Xenognosin B,
20062,LMPK12050185,Senegalensin,
20063,LMPK12050214,Euchrenone b8,
20064,LMPK12050067,Dehydroneotenone,
20065,LMPK12050501,Ferreirin,
20066,LMPK12050462,Vestitone,
20067,LMPK12050430,Iso-5-methoxyafrormosin,
20068,LMPK12050431,Homotectorigenin 7-O-glucoside,
20069,LMPK12050494,Isosophoronol,
20070,LMPK12050505,,
20071,LMPK12080052,Pendulone,
20072,LMPK12080025,(-)-Sativan,
20073,LMFA01170078,cis-4-octenedioic acid,FA 8:2;O2
20074,LMPK12070153,,
20075,LMPK12060061,Dehydropachyrrhizone,
20076,LMPK12090039,Aureol,
20077,LMPK12060035,12a-Hydroxyerosone,
20078,LMFA01100053,2-amino-isobutyric acid,
20079,LMFA01050390,2-hydroxy-3-methyl-butyric acid,FA 5:0;O
20080,LMFA01050377,3R-hydroxy-hexanoic acid,FA 6:0;O
20081,LMPK12100068,"(R)-5-Hydroxy-2,4-dimethoxydalbergiquinol",
20082,LMPK12160017,Glycyrin,
20083,LMPK12010132,,
20084,LMPK12010211,,
20085,LMPK12010276,,
20086,LMPK12010438,,
20087,LMPK12010213,,
20088,LMPK12010351,,
20089,LMPK12010430,,
20090,LMPK12010427,,
20091,LMPK12010393,Negretein,
20092,LMSP0502AP03,,Hex(4)-HexNAc-Cer 38:1;O2
20093,LMSP0502AQ04,,Hex(5)-HexNAc-Cer 40:1;O2
20094,LMSP0502AX06,,Hex(7)-HexNAc-Cer 44:1;O2
20095,LMSP0502BD06,,Hex(3)-HexNAc(2)-Cer 44:1;O2
20096,LMSP0502BM01,,Hex(4)-HexNAc-Fuc-Cer 34:1;O2
20097,LMSP0503AO02,,Hex(3)-HexNAc(2)-Cer 36:1;O2
20098,LMSP0503AO07,,Hex(3)-HexNAc(2)-Cer 42:2;O2
20099,LMSP0504AG07,Bleb(d18:1/24:1(15Z)),Hex(4)-HexNAc-Fuc(2)-Cer 42:2;O2
20100,LMSP0504AL03,,Hex(4)-HexNAc(2)-Cer 38:1;O2
20101,LMSP0504AN03,,Hex(4)-HexNAc(2)-Fuc-Cer 38:1;O2
20102,LMSP0504AQ06,,Hex(4)-HexNAc-Cer 44:1;O2
20103,LMSP0504AY02,,Hex(5)-HexNAc(3)-Fuc-Cer 36:1;O2
20104,LMSP0504AZ06,,Hex(5)-HexNAc(3)-Fuc(2)-Cer 44:1;O2
20105,LMSP0504BF06,,Hex(4)-HexNAc(4)-Fuc-Cer 44:1;O2
20106,LMSP0505CI07,,Hex(4)-HexNAc(2)-Fuc-Cer 42:2;O2
20107,LMSP0505CJ05,Lea -X(d18:1/24:0),Hex(4)-HexNAc(2)-Fuc(2)-Cer 42:1;O2
20108,LMSP0505CK08,,Hex(4)-HexNAc(2)-Fuc-Cer 44:2;O2
20109,LMSP0505CT01,,Hex(5)-HexNAc(4)-Fuc-Cer 34:1;O2
20110,LMSP0506AR06,Cytolipin R(d18:1/26:0),
20111,LMSP0504BT05,,Hex(4)-HexNAc(2)-Fuc(2)-Cer 42:1;O2
20112,LMSP0505CP05,,Hex(5)-HexNAc(3)-Fuc-Cer 42:1;O2
20113,LMSP0506AT05,,
20114,LMSP0506AW04,,
20115,LMSP0506BC03,,
20116,LMSP0505BD01,Lex-9(d18:1/16:0),Hex(5)-HexNAc(3)-Fuc-Cer 34:1;O2
20117,LMSP0505AT04,,Hex(7)-HexNAc(3)-Fuc(2)-Cer 40:1;O2
20118,LMSP0505BH02,,Hex(4)-HexNAc(3)-Fuc-Cer 36:1;O2
20119,LMSP0505BU08,,Hex(10)-HexNAc(5)-Cer 44:2;O2
20120,LMSP0505BX04,,Hex(7)-HexNAc(4)-Cer 40:1;O2
20121,LMSP0505CE01,,Hex(3)-HexNAc(2)-Cer 34:1;O2
20122,LMFA07010275,8Z-Tridecenyl acetate,SFE 15:1
20123,LMSP0506AH01,,Hex(4)-HexNAc(4)-Cer 34:1;O2
20124,LMSP0506AH04,,Hex(4)-HexNAc(4)-Cer 40:1;O2
20125,LMSP0601AX08,GP1c(d18:1/26:1(17Z)),Hex(3)-HexNAc-NeuAc(5)-Cer 44:2;O2
20126,LMSP0506AJ06,,Hex(4)-HexNAc(3)-Cer 44:1;O2
20127,LMSP0601AE03,,Hex(4)-HexNAc-NeuAc(2)-Cer 38:1;O2
20128,LMSP0601AD07,,Hex(4)-HexNAc-NeuAc(2)-Cer 42:2;O2
20129,LMSP0601AL02,GT3(d18:1/18:0),Hex(2)-NeuAc(3)-Cer 36:1;O2
20130,LMSP0601AG03,,Hex(4)-HexNAc-NeuGc(2)-Cer 38:1;O2
20131,LMSP0601BX02,GalNAc-GD1a(Neu5Ac/Neu5Gc)(d18:1/18:0),Hex(3)-HexNAc(2)-NeuAc-NeuGc-Cer 36:1;O2
20132,LMSP0601CQ05,GD1a (NeuGc/NeuGc)(d18:1/24:0),Hex(3)-HexNAc-NeuGc(2)-Cer 42:1;O2
20133,LMSP0601BJ07,GQ1ba(d18:1/24:1(15Z)),Hex(3)-HexNAc-NeuAc(4)-Cer 42:2;O2
20134,LMSP0601BC04,GalNAc-GM1(d18:1/22:0),Hex(3)-HexNAc(2)-NeuAc-Cer 40:1;O2
20135,LMSP0601BH04,Gal-GD1b(d18:1/22:0),Hex(4)-HexNAc-NeuAc(2)-Cer 40:1;O2
20136,LMSP0601BO05,GQ1aa(d18:1/24:0),Hex(3)-HexNAc-NeuAc(4)-Cer 42:1;O2
20137,LMSP0601BP07,,Hex(4)-HexNAc(2)-NeuGc-Cer 42:2;O2
20138,LMSP0601BU04,,Hex(4)-HexNAc(2)-NeuAc-Cer 40:1;O2
20139,LMSP0601BY03,,Hex(3)-HexNAc-NeuGc-Cer 38:1;O2
20140,LMSP0601BZ03,,Hex(3)-HexNAc(2)-NeuGc-Cer 38:1;O2
20141,LMSP0601CR08,,Hex(4)-HexNAc(2)-NeuGc-Cer 44:2;O2
20142,LMSP0601CS06,,Hex(3)-HexNAc-NeuAc(3)-Cer 44:1;O2
20143,LMSP0601DF05,KDN-GM1(d18:1/24:0),Hex(3)-HexNAc-KDN-Cer 42:1;O2
20144,LMSP0601DH07,,Hex(2)-KDN-Cer 42:2;O2
20145,LMSP0601DX05,,Hex(3)-HexNAc(2)-Fuc(2)-NeuAc-Cer 42:1;O2
20146,LMSP0601DZ01,,Hex(3)-HexNAc-NeuAc-Cer 34:1;O2
20147,LMFA01030872,"30:3(5Z,9Z,23Z)",FA 30:3
20148,LMSP0601EE04,sialyl-Lex(d18:1/22:0),Hex(3)-HexNAc-Fuc-NeuAc-Cer 40:1;O2
20149,LMSP0601EI04,G6 ganglioside(d18:1/22:0),Hex(4)-HexNAc(2)-NeuAc-Cer 40:1;O2
20150,LMSP0601EK02,,Hex(2)-HexNAc-NeuAc-Cer 36:1;O2
20151,LMSP0601EP01,,Hex(4)-HexNAc(3)-NeuGc-Cer 34:1;O2
20152,LMSP0601EZ02,,Hex(5)-HexNAc(3)-NeuAc-Cer 36:1;O2
20153,LMSP0601FI07,,Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2
20154,LMSP0601FJ04,VIM-II(d18:1/22:0),Hex(4)-HexNAc(2)-Fuc-NeuAc-Cer 40:1;O2
20155,LMSP0601FM03,,Hex(4)-HexNAc(2)-Fuc-NeuAc-Cer 38:1;O2
20156,LMSP0504BO07,,Hex(5)-HexNAc(5)-Fuc(2)-Cer 42:2;O2
20157,LMSP0601GG01,KDN-(2-6)-neolactotetraosylceramide/sialyl-(2-6)-paragloboside(d18:1/16:0),Hex(3)-HexNAc-KDN-Cer 34:1;O2
20158,LMSP0601GK08,,Hex(4)-HexNAc-NeuAc-Cer 44:2;O2
20159,LMSP0601GL08,,Hex(4)-HexNAc-NeuAc-Cer 44:2;O2
20160,LMSP0601GW02,,Hex(4)-HexNAc-NeuAc-Cer 36:1;O2
20161,LMFA06000124,"3,5-Dimethylhexanal",FAL 8:0
20162,LMFA05000120,"2,6-Dimethyl-5-hepten-1-ol",FOH 9:1
20163,LMFA06000136,"2E,4E,6E-Nonatrienal",FAL 9:3
20164,LMFA06000181,9Z-Tetradecenal,FAL 14:1
20165,LMFA01010052,Cerotic acid(d3),
20166,LMFA05000126,2Z-Octen-1-ol,FOH 8:1
20167,LMFA06000215,3-oxo-9Z-Hexadecenal,FAL 16:2;O
20168,LMFA06000236,11Z-Octadecenal,FAL 18:1
20169,LMFA05000156,7Z-Dodecen-1-ol,FOH 12:1
20170,LMFA05000190,"9Z,11Z-Tetradecadien-1-ol",FOH 14:2
20171,LMGP01011691,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",PC 38:6
20172,LMFA07010335,"SFE 15:2(8E,10Z)/2:0",SFE 17:2
20173,LMFA07010336,SFE 15:1(10Z)/2:0,SFE 17:1
20174,LMFA07010342,Pentadecyl acetate,SFE 17:0
20175,LMFA07010289,6E-Tetradecenyl acetate,SFE 16:1
20176,LMFA10000002,Colnelenic acid,FA 18:4;O
20177,LMFA01020297,Phthioceranic acid (C33),FA 33:0
20178,LMFA01020299,Phthioceranic acid (C36),FA 36:0
20179,LMGP02010616,"PE(17:2(9Z,12Z)/22:0)",PE 39:2
20180,LMFA03010210,Dinor-PGE2,FA 18:4;O3
20181,LMFA01020296,Phthioceranic acid (C31),FA 31:0
20182,LMFA04020420,"(8S,11R,14R)-d12-7-NeuroF[7R,10R]",FA 22:5;O4
20183,LMST01110009,Hebesterol,ST 29:2;O
20184,LMFA04010469,"7,10-diepi-7-J4-NeuroP",FA 22:7;O2
20185,LMGP01011344,PC(13:0/17:1(9Z)),PC 30:1
20186,LMGL01020038,1-O-(2-methoxy-4-hexadecenyl)-sn-glycerol,MG O-17:1;O
20187,LMFA01070038,"methyl 9,10-Epoxy-11,13-docosadiynoate",FA 23:5;O
20188,LMFA02000341,"9S,12R,13R-trihydroxyoctadec-10E-enoic acid",FA 18:1;O3
20189,LMFA02000331,"9R,10S,13R-trihydroxyoctadec-11E-enoic acid",FA 18:1;O3
20190,LMFA01160077,2-eicosyl-3-hydroxy-36-oxo-37-methyl-tripentacontanoic acid,FA 74:1;O2
20191,LMFA01160133,2-tetracosyl-3-hydroxy-46-methoxy-heptatetracontanoic acid,FA 72:0;O2
20192,LMFA03000018,"8Z,11Z,14Z,17Z-octadecatetraenoic acid",FA 18:4
20193,LMFA03000020,"7Z,10Z,13Z,16Z-eicosatraenoic acid",FA 20:4
20194,LMFA00000031,17-dimethylarsinoyl-9Z-heptadecenoic acid,
20195,LMFA01160117,"2-docosyl-3-hydroxy-36,37-epoxy-38-methyl-hexapentacontanoic acid",FA 79:1;O2
20196,LMFA08020248,N-nonadecanoyl taurine,NAT 19:0
20197,LMPR01070315,Fucoxanthinol 3-arachidate,
20198,LMSP02030036,Cer(t16:0(15Me)/21:0(2OH[R])),Cer 38:0;O4
20199,LMSP05010077,GlcCer(t16:0(15Me)/22:0(2OH[R])),HexCer 39:0;O4
20200,LMGP10010126,PA(14:1(9Z)/20:1(11Z)),PA 34:2
20201,LMGP10010165,PA(15:1(9Z)/16:0),PA 31:1
20202,LMFA08020270,N-linoleoyl dopamine,NA 26:6;O2
20203,LMGP10010155,PA(15:0/22:1(11Z)),PA 37:1
20204,LMGP10010102,"PA(14:0/20:3(8Z,11Z,14Z))",PA 34:3
20205,LMGP02011166,PE(21:0/21:0),PE 42:0
20206,LMGP10010277,"PA(17:2(9Z,12Z)/13:0)",PA 30:2
20207,LMGP10010278,"PA(17:2(9Z,12Z)/14:0)",PA 31:2
